,name,price,couple-friendly,location,description
378,Ronnie's 2 BHK Apartment,"₹ 1,618",YES,North Goa,"Full Address of property is S3, T and D Plaza, Next to Indian Oil Petrol Pump Saligao, Goa 403511 View On Map Key amenities of this property are Housekeeping & Paid Airport Transfers. "
379,Calangute heights fully furnished 1BHK apartment 105,"₹ 4,745",NO,Calangute | 1.2 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (Survey No. 370, 12, Calangute - Arpora Rd, Calangute, Goa). "
380,Bardays Inn ApartHotel,"₹ 3,886",NO,Calangute | 710 m from Calangute Beach,"Full Address of property is opposit to Pizza Hut, Calangute, Goa, India View On Map Key amenities of this property are Power Backup & Housekeeping & Paid Airport Transfers. "
381,Villa Abigail,"₹ 23,593",NO,North Goa,Location of the Villa is North Goa View On Map (Parra). Top Facilities of this Villa are Power Backup & Housekeeping & Washing Machine.
382,"Jungle Hut 2 with Skylight, Yogdan Goa","₹ 1,423",NO,Agonda | 2-3 minutes walk from Agonda Beach,"Full Address of property is B-8, Agonda beach area, Agonda, Goa View On Map "
383,White Wonder | Entire 2 BHK Apartment,"₹ 7,112",NO,Nerul,"Location of the Apartment is Nerul View On Map (203,El Arbor, Nerul). Top Facilities of this Apartment are Living Room & Washing Machine & Housekeeping. "
384,Maria's Homestay by Vyom Trails,₹ 975,NO,Siolim,"Full Address of property is House no 117, Chauddi Vaddo, Marna- Siolim, 403517 View On Map This Homestay have 3.6 Out of 5 Rating where  5.0/5 for Room &  5.0/5 for Amenities &  5.0/5 for Check-in Experience . Key amenities of this property are Air Conditioning & Paid Airport Transfers. "
385,Cocobay,"₹ 1,382",YES,Calangute | 1.0 km from Baga Beach,Location of the Apart-hotel is Calangute View On Map (6/197C khobra vaddo). Top Facilities of this Apart-hotel are Power Backup & Washing Machine & Housekeeping.
386,4BHK SPARKLING APARTMENT NEAR BEACH POOL with BAR 2bhkX2,"₹ 5,664",NO,Vagator | 2.1 km from Vagator Beach,Full Address of property is vagator View On Map Key amenities of this property are Air Conditioning.
387,Spacious Woodstone Pvt Aparthotel,"₹ 4,203",NO,Arpora,"Location of the Apartment is Arpora View On Map (R6 - Hse No 382/1, Simvaddo Arpora Bardez Goa 403516
). Top Facilities of this Apartment are Free Wi-Fi & Power Backup & Tours and Treks. "
388,Orraica 101 Pool View 2 BHK Apartment near Baga beach,"₹ 2,782",YES,Calangute | 2.0 km from Baga Beach,"Full Address of property is C 206, Areia de Goa, Near Wax Museum, Arpora, Bardez, North Goa 403516 View On Map Key amenities of this property are Power Backup & Washing Machine & Elevator/Lift. "
389,Cheerful studio apartment with free parking space,"₹ 3,414",NO,Povorim,Location of the Apartment is Povorim View On Map (Plot 74 Hno 406/203). Top Facilities of this Apartment are Air Conditioning & Room Service.
390,Snug-Inn | Spacious Rooms & Homely Food,"₹ 1,252",NO,Agonda | 7-8 minutes walk from Agonda Beach,"This 3 Star Cottage in Goa is located in Agonda. Full Address of property is Agonda Beach Rd, Agonda, Goa 403702 Near by tutti gardens  View On Map This Cottage have 3.8 Out of 5 Rating where  4.7/5 for Check-in Experience &  4.7/5 for Value for Money &  4.5/5 for Cleanliness . Key amenities of this property are Power Backup & Housekeeping & Free Parking. "
391,Quad homestay 2BHK villa,"₹ 3,100",YES,Anjuna | 670 m from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Near Artjuna, Monteiro waddo Anjuna Goa). Top Facilities of this Villa are Living Room. "
392,casa de joana,"₹ 2,242",NO,Calangute | 2-3 minutes walk from Calangute Beach,"This 3 Star Apartment in Goa is located in Calangute. Full Address of property is H N 31A. maddovadoo calangute ,403516 View On Map Key amenities of this property are Living Room & Power Backup & Free Public Parking. "
393,Vision Greens F2B,"₹ 6,031",YES,Baga,"Location of the Apartment is Baga View On Map (Vision Greens Apartments, Arpora, North Goa). Top Facilities of this Apartment are Free Wi-Fi. "
394,The White Castle by Earthaa Escape,"₹ 14,545",NO,North Goa,"This 4 Star Villa in Goa is located in North Goa. Full Address of property is H.No.13-334, Alto Betim Patel Estate Bardez Near Football Ground North Goa. View On Map Key amenities of this property are Caretaker & Housekeeping & Air Conditioning. "
395,DeAvalon Stay,"₹ 1,165",NO,Calangute | 770 m from Calangute Beach,Location of the Apartment is Calangute View On Map (Calangute). Top Facilities of this Apartment are Air Conditioning.
396,Value of Money Apartment - 1BHK | Baga,"₹ 3,667",YES,Arpora | 2.5 km from Baga Beach,"This 4 Star Apartment in Goa is located in Arpora. Full Address of property is C304, Heritage Exotica, Opp Mello Rosa Resort, Baga View On Map This Apartment have 5.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Key amenities of this property are Living Room & Free Wi-Fi & Elevator/Lift. "
397,Jia Calangute | Rooms & Pool,"₹ 2,529",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (alore resort, Flat no-202,203). It’s a 3 Star Villa with overall Rating 4.1 Out of 5 where  4.5/5 for Room &  4.4/5 for Host &  4.4/5 for Food arrangement . Top Facilities of this Villa are Power Backup & Restaurant & Housekeeping. "
398,Quiet & Cozy 1bhk close 2 Vagator beach with patio,"₹ 6,929",NO,North Goa | 1.1 km from Vagator Beach,"Full Address of property is Albuquerque waddo, vagator, bardez,  Goa View On Map Key amenities of this property are Living Room & Air Conditioning & Barbeque. "
399,Arambol Lake Resort | Cottages & Restaurant,"₹ 9,678",NO,Arambol | 1.5 km from Mandrem Beach,"Location of the Cottage is Arambol View On Map (survey no 57/5, Arambol, Pernem-Goa). It’s a 3 Star Cottage with overall Rating 3.9 Out of 5 where  4.9/5 for Host &  4.8/5 for Caretaker &  4.6/5 for Linen cleanliness . Top Facilities of this Cottage are Caretaker & Cafe & Power Backup. "
400,Calissa Calangute,"₹ 7,032",YES,Calangute | 2.3 km from Calangute Beach,"This 4 Star Apartment in Goa is located in Calangute. Full Address of property is The Calissa by Greenambit infrastructures, Dongarpur, Calangute View On Map Key amenities of this property are Free Wi-Fi & Power Backup & Free Parking. "
401,JS 4BHK Private Pool Villa,"₹ 7,447",YES,Calangute,Location of the Villa is Calangute View On Map (House No - 285/2 Dias Vaddo Nagoa Calanguate). Top Facilities of this Villa are Power Backup & Housekeeping & Air Conditioning.
402,Dhanashree River View Guest House,"₹ 1,162",YES,North Goa,Full Address of property is 1/68 BEDGOWADA PERNEM GOA View On Map Key amenities of this property are Free Parking & Washing Machine & Balcony/Terrace.
403,Casa Goana Holiday Inn,"₹ 1,860",NO,Calangute | 770 m from Calangute Beach,"Location of the Apart-hotel is Calangute View On Map (Khodra Vaddo, Calangute). Top Facilities of this Apart-hotel are Caretaker & Power Backup & Balcony/Terrace. "
404,Sunview Bay | 3 min walk to Arambol beach,"₹ 1,443",YES,Arambol Beach | 7-8 minutes walk from Mandrem Beach,"This 4 Star Villa in Goa is located in Arambol Beach. Full Address of property is Daily Grind Cafe and Lodge, 171, Girkarwada, Dando., Harmal, Pernem., Goa, 403524 View On Map Key amenities of this property are Cafe & Housekeeping. "
405,Morjim River Villa 2 With 90 Degree View,"₹ 4,230",YES,Morjim | 1.7 km from Morjim Beach,"Location of the Villa is Morjim View On Map (House number 124/B, Narojiwada, Morjim, Pernem - 403512). Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
406,Beautiful 2BR service apartment with Pool Siolim,"₹ 4,253",NO,Siolim,"Full Address of property is Amber Gardens I, Kudal, Siolim, Goa, India View On Map Key amenities of this property are Elevator/Lift & Air Conditioning. "
407,"Braganza House, Goa, ama Stays & Trails","₹ 45,000",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (BRAGANZA House, H.no-519 (50A/5), Vaddy, Candolim, Bardez Goa 40351). Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
408,"Nagao Grand Villa- 3BHK, Baga, Calangute with Pool, NG01","₹ 4,663",NO,Calangute,"Full Address of property is Grand Morrod, Saligao, Goa 403511, India View On Map Key amenities of this property are Air Conditioning. "
409,Morjim River Villa 1 with 180 Degree View,"₹ 6,093",YES,Morjim | 1.7 km from Morjim Beach,"Location of the Villa is Morjim View On Map (Narojiwada, Morjim, Pernem, Goa). Top Facilities of this Villa are Living Room & Power Backup & Free Wi-Fi. "
410,Tropical Valley Resort | Rooms & Pool,"₹ 2,130",NO,Morjim | 770 m from Morjim Beach,"Full Address of property is SERVEY NO-190/2 AND 190/3, TROPICAL VALLEY RESORT, MORJIM, PERNEM, NORTH GOA, Goa  View On Map This BnB have 3.5 Out of 5 Rating where  4.0/5 for Check-in Experience &  3.9/5 for Location &  3.4/5 for Cleanliness . Key amenities of this property are Caretaker & Free Parking & Housekeeping. "
411,AS-2 Studio 1 BHK Pool Apartment,"₹ 1,514",YES,Candolim | 1.2 km from Candolim Beach,"Location of the Apartment is Candolim View On Map ( AS-2 Studio Apartment candolim Bardez Goa
GOVEIA  HOLIDAY HOMES 
CANDOLIM   ). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where  4.6/5 for Security &  4.5/5 for Value for Money &  4.3/5 for Check-in Experience . Top Facilities of this Apartment are Power Backup & Free Parking & Housekeeping. "
412,1.5 BHK AC Apartment in Dabolim,"₹ 4,137",YES,South Goa | 5.0 km from Goa International Airport,"Full Address of property is Plot #215/1, Vidyanagar Colony, Behind MES College, Sancaole, South Goa - 403726 View On Map This Apartment have 1.0 Out of 5 Rating where  4.0/5 for Washroom cleanliness &  4.0/5 for Wifi &  4.0/5 for Security . Key amenities of this property are Living Room & Power Backup & Tours and Treks. "
413,Spacious One Bedroom Suite & Breakfast,"₹ 2,477",NO,Calangute | 2.5 km from Baga Beach,"Location of the Apartment is Calangute View On Map (A302 - McGoa Holidays, Diwan Bhatti, Arpora Bardez Goa 403516
). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Power Backup. "
414,GOAN HOMESTAY,"₹ 4,066",YES,Arpora | 2.6 km from Baga Beach,Full Address of property is goan homestay B-304 aqua grandiosa mainbathi Arpora bardez View On Map Key amenities of this property are Caretaker & Living Room & Power Backup.
415,Rooftop 2 BR Apartment With a View & Wi-Fi,"₹ 2,583",YES,Siolim,Location of the Homestay is Siolim View On Map (St Fransis Xavier N-523 1st floor siolim). It’s a 3 Star Homestay with overall Rating 3.5 Out of 5 where  4.0/5 for Host &  3.8/5 for Location &  3.5/5 for Amenities . Top Facilities of this Homestay are Living Room & Free Wi-Fi & Free Parking.
416,Heritage Haven Room 2,"₹ 1,391",NO,North Goa,"Full Address of property is Guirim, Goa, India View On Map "
417,STARRY SPELL 2BHK Candolim by Homestay DaDDy,"₹ 7,558",NO,Nerul,Location of the Villa is Nerul View On Map (Nerul goa). Top Facilities of this Villa are Power Backup & Free Wi-Fi & Housekeeping.
418,Meadows Luxury Life VILLA 9,"₹ 4,896",NO,Nagoa,"Full Address of property is Near Nagoa, Mendes vaddo, Nagoa, Saligao View On Map Key amenities of this property are Kitchenette & Living Room & Tours and Treks. "
419,Pracika Homestays,"₹ 5,771",NO,Candolim | 1.1 km from Candolim Beach,Location of the Apartment is Candolim View On Map (Sun and sand monarch palms). Top Facilities of this Apartment are Air Conditioning.
420,Beautiful 2BR Service Apartment with Pool,"₹ 19,466",NO,Siolim,"Full Address of property is Amber Gardens I, Kudal, Siolim, Goa, India View On Map Key amenities of this property are Air Conditioning. "
421,Heritage Haven Room No 301,"₹ 1,391",NO,North Goa,"Location of the Homestay is North Goa View On Map (Guirim, Goa, India). Top Facilities of this Homestay are Room Service. "
422,Charme Privado 3 BHK Villa,"₹ 13,602",NO,Assagao,Full Address of property is H No 375/5 Villa De Sol Villa C Munang Waddo Assagao View On Map Key amenities of this property are Kitchenette & Power Backup & Housekeeping.
423,casa sonora,"₹ 1,921",NO,North Goa,Location of the Apartment is North Goa View On Map (Dona Paul opposite Manipal hospital). Top Facilities of this Apartment are Living Room & Air Conditioning.
424,Emanuel Guest House,"₹ 1,468",YES,Anjuna | 5-6 minutes walk from Anjuna Beach,"Full Address of property is Emmanuel Guest House, Dmello Vaddo, Anjuna Goa View On Map "
425,Artea Pink,"₹ 2,169",YES,Vagator | 2.2 km from Vagator Beach,"Location of the Apartment is Vagator View On Map (Ground floor , B wing , Goa Junction, vagator , Anjuna, goa). "
426,Sand Castles Digital Nomads Residences 2,"₹ 1,322",NO,Panjim,"Full Address of property is Behind Shalom Co-Op Housing Society, Nomoxin, P. O. Caranzalem,, Behind Shalom Co-Op Housing Society, Nomoxin, P. O. Caranzalem, View On Map Key amenities of this property are Air Conditioning. "
427,Cosmo North Goa| 3 BHK Villa with Private Pool,"₹ 22,481",YES,North Goa,Location of the Villa is North Goa View On Map (Acasa vibe arpora st joseph school B arradi parra). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
428,Vianaar Escapes LaAvila 2bhk Calm Pvt Pool villa,"₹ 23,760",YES,Siolim,"Full Address of property is LaAvila03, Marna Siolim View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping. "
429,VianaarEscapes LaMacedo New Pvt Pool villa Assagao,"₹ 39,599",NO,Assagao,"Location of the Villa is Assagao View On Map (La Macedo-07 146/9, Assagao, Goa). "
430,Vianaar Escapes LaAvila 2bhk cool pvt pool villa,"₹ 23,760",YES,Siolim,"Full Address of property is LaAvila 05, Marna Siolim View On Map Key amenities of this property are Power Backup & Free Wi-Fi. "
431,Porto' | Terrace Apartment with Pool,"₹ 4,254",YES,Candolim | 1.2 km from Candolim Beach,"Location of the Apartment is Candolim View On Map (A1-301, Devashri Sun and Sand,). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Power Backup. "
432,Hiline Hotels Serviced Apartments,"₹ 1,555",YES,Calangute | 1.3 km from Calangute Beach,"Full Address of property is Landscape Royale, Prabhuwado, Calangute, Bardez, Goa. View On Map Key amenities of this property are Caretaker & Power Backup & Tours and Treks. "
433,Homeland Lagoon Apartment,"₹ 3,763",NO,Calangute | 980 m from Calangute Beach,"Location of the Homestay is Calangute View On Map (
 Lagoon Apartment, Porba Waddo, Calangute,Goa
). Top Facilities of this Homestay are Free Parking & Housekeeping. "
434,SN Villa | 4 BHK Pool Villa,"₹ 19,978",YES,North Goa,"This 4 Star Villa in Goa is located in North Goa. Full Address of property is House no. 264/255, Chowgaum Road ,Near Gautam Hotel ,Alto Saulem, Pilerna Marra View On Map Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
435,Chez Nous- Luxury Villa in North Goa,"₹ 5,961",NO,Arpora,"Location of the Villa is Arpora View On Map (Chez Nous, 167/B , Near Amantes Paraiso Don Bosco Road, 403510 Verla, India). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping. "
436,Thor Villa 5BHK - Private Pool,"₹ 13,260",YES,Assagao,"This 3 Star Villa in Goa is located in Assagao. Full Address of property is House No 67/23, Opposite Agnel Institute of Technology and Design Mapusa - Anjuna - Chapora Rd, Ghateshwar Nagar, Khorlim Assagao View On Map Key amenities of this property are Kitchenette & Caretaker & Living Room. "
437,Roundcube Patnem | Sea-view Rooms,"₹ 3,705",YES,Palolem | 2.2 km from Palolem Beach,"Location of the Cottage is Palolem View On Map (Patnem beach, canacona south Goa). Top Facilities of this Cottage are Cafe & Restaurant & Housekeeping. "
438,AC 2bhk fully furnished Levish apartment near beach in South Goa,"₹ 5,596",YES,South Goa | 2.5 km from Varca Beach,"This 4 Star Apartment in Goa is located in South Goa. Full Address of property is Flat no 302, third floor We Shelter Near Avenue restaurant Orlim South Goa, Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
439,Rashi Ikigai Boutique Apartment  2BHK  Penthouse,"₹ 9,218",NO,Assagao,Location of the Apartment is Assagao View On Map (opposite Rainbow House Bairo Alto Assagao Goa). Top Facilities of this Apartment are Living Room.
440,Taru Rooms Morjim Beach  M2,"₹ 3,974",NO,Morjim | 610 m from Morjim Beach,"Full Address of property is MYT Yoga School, Morjim Beach Road, Katte wada View On Map Key amenities of this property are Air Conditioning. "
441,GoaFiesta-150 MBPS HiSpd Broadband 1 BHK near Baga,"₹ 2,253",NO,Baga | 2-3 minutes walk from Baga Beach,"Location of the Homestay is Baga View On Map (Laxmi narayan Road, Baga Beach goa). Top Facilities of this Homestay are Power Backup & Housekeeping & Room Service. "
442,Casa Verde | 3 BHK Pool Villa,"₹ 15,487",NO,North Goa,"This 3 Star Villa in Goa is located in North Goa. Full Address of property is House Number 407/3, Dando Waddo, Near Edward's Yard Restaurant, Pilar, Goa - 403108 View On Map This Villa have 4.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Value for Money . Key amenities of this property are Living Room & Power Backup & Washing Machine. "
443,Sky Blue Villa | 3BHK Private Pool-Caretaker-WiFi,"₹ 12,648",YES,Baga,"Location of the Villa is Baga View On Map (House No 131/12-A, Villa D, Nagoa-Arpora, Near Baga, House No 131/12-A, Villa D, Nagoa-Arpora, Near Baga). Top Facilities of this Villa are Caretaker & Living Room & Tours and Treks. "
444,Cheerful Ikigai Boutique Apartment 2BHK First Floor,"₹ 6,829",NO,Assagao,"Full Address of property is opposite Rainbow House, Bairo Alto, Assagao, Goa View On Map Key amenities of this property are Living Room & Air Conditioning & Washing Machine. "
445,Best Sea View Hut,"₹ 5,363",NO,Arambol Beach | 2.9 km from Mandrem Beach,"Location of the Camp is Arambol Beach View On Map (girkar waddo, bag dando, Beach, Arambol). Top Facilities of this Camp are Housekeeping & Washing Machine & Room Service. "
446,Velankani beach house calangute goa,"₹ 3,886",NO,Calangute Baga Road | 5-6 minutes walk from Calangute Beach,Full Address of property is Velankani beach house mudda vado calangute goa View On Map Key amenities of this property are Power Backup & Housekeeping.
447,Calangute Village | Rooms & Guided Treks,"₹ 1,955",NO,Calangute | 4-5 minutes walk from Calangute Beach,Location of the Homestay is Calangute View On Map (H.No. 3/81/A Calangute Bardez Goa). Top Facilities of this Homestay are Tours and Treks & Housekeeping & Air Conditioning.
448,West Valley Villa 3BHK Casa Bliss,"₹ 23,606",YES,Calangute | 380 m from Calangute Beach,"Full Address of property is Lane Opposite Calangute Mall, Holiday St, Calangute, Goa 403516, India, goa View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
449,Taru Rooms Morjim Beach A4,"₹ 15,923",NO,Morjim | 1.7 km from Morjim Beach,Location of the Apartment is Morjim View On Map (Morjim). Top Facilities of this Apartment are Air Conditioning.
450,"Casa Castalia - One Room/hall pool view, Calangute","₹ 3,174",NO,Calangute | 7-8 minutes walk from Calangute Beach,"Full Address of property is Osborne Resort Gauravaddo, near St. Anthonys Chapel, Calangute, Goa View On Map Key amenities of this property are Air Conditioning. "
451,Lagoon,"₹ 3,136",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Apartment is Calangute View On Map (Flat no 302 block A ,Lagoon,porbavaddo calangute goa). "
452,Luxe Loft Villa | Entire 3 BHK Pool Villa,"₹ 21,333",YES,North Goa,"This 5 Star Villa in Goa is located in North Goa. Full Address of property is Off Chogm Road, Sangolda, Near Hotel Gautam, Alto - Porvorim, Pilerne, Bardez, Goa, 403501 View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
453,Park Grand Royal Palms,"₹ 1,893",YES,Benaulim | 1.2 km from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (12 5 A, Royal Palms, Near Kadar Super Market, goa). Top Facilities of this Apartment are Living Room & Free Parking & Lawn. "
454,Lovely Studio Apartment | 5 min to Candolim Beach,"₹ 2,184",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Full Address of property is Candolim, Goa, India View On Map "
455,AC- Villa Luiza Calangute,"₹ 4,952",NO,Calangute | 1.2 km from Calangute Beach,"Location of the Villa is Calangute View On Map (Villa Luiza, Calangute Road, Gaura Vaddo, Calangute, Near KFC, Behind Main Junction, 600mts from the Calangute Beach, Calangute, Goa, 403516). Top Facilities of this Villa are Caretaker & Living Room & Housekeeping. "
456,Ripples by Mangrove Stays,"₹ 5,339",NO,Nerul | 2.5 km from Candolim Beach,"Full Address of property is C-201, Umiya Serene, Nerul, Bardez, Goa View On Map This Villa have 5.0 Out of 5 Rating where . Key amenities of this property are Living Room & Air Conditioning. "
457,Calangute heights fully furnished 1BHK apartment 004,"₹ 4,769",NO,Calangute | 810 m from Calangute Beach,"Location of the Apartment is Calangute View On Map (Survey No. 370, 12, Calangute - Arpora Rd, Calangute, Goa). Top Facilities of this Apartment are Air Conditioning. "
458,SWEET VALLEY COTTAGES Arambol,"₹ 1,403",NO,Arambol,Full Address of property is 185\0 KHALCHAWADA OPPOSITE SWEET LAKE View On Map This Cottage have 3.4 Out of 5 Rating where  4.6/5 for Check-in Experience &  4.2/5 for Location &  4.2/5 for Value for Money . Key amenities of this property are Cafe & Restaurant & Housekeeping.
459,Whoopers Home Palolem,"₹ 2,473",YES,South Goa | 2.4 km from Palolem Beach,"Location of the Apartment is South Goa View On Map (Devabag Sports Complex, Palolem, Canacona). Top Facilities of this Apartment are Power Backup & Washing Machine. "
460,Taru Rooms Morjim Beach M1,"₹ 3,974",NO,Morjim | 1.7 km from Morjim Beach,"Full Address of property is Morjim, Goa, India View On Map Key amenities of this property are Air Conditioning. "
461,ViannarEscapes LaMacedo Private Pool Villa Assagao,"₹ 39,599",NO,Assagao,"Location of the Villa is Assagao View On Map (LaMacedo-09 146/9, Assagao). "
462,Heritage Haven Room 4,"₹ 3,974",NO,North Goa,"Full Address of property is Guirim, Goa, India View On Map Key amenities of this property are Room Service. "
463,ElReino Spacious 2BHK apartment in Reis Magos,"₹ 15,923",NO,Panjim | 2.1 km from Immaculate Conception Church,"Location of the Villa is Panjim View On Map (ElReino - D2,Panaji, Goa, India). Top Facilities of this Villa are Air Conditioning. "
464,Beira Mar Alfran,"₹ 1,387",NO,Baga | 5-6 minutes walk from Baga Beach,"Full Address of property is Beira Mar Alfran, L/4, Diagonally Opposite Titos Lane, Baga Road, Baga, Goa View On Map This Homestay have 3.1 Out of 5 Rating where  4.0/5 for Washroom cleanliness &  3.9/5 for Host &  3.9/5 for Linen cleanliness . Key amenities of this property are Living Room & Power Backup & Housekeeping. "
465,Vivenda Rebelo | Rooms & Homely Meals,"₹ 2,008",NO,Panjim | 2.0 km from Immaculate Conception Church,"Location of the Homestay is Panjim View On Map (157, Rebelo Mension, Next to Wendell Rodricks, Campal, Panjim). It’s a 3 Star Homestay with overall Rating 4.6 Out of 5 where  5.0/5 for Location &  5.0/5 for Check-in Experience &  5.0/5 for Host . Top Facilities of this Homestay are Free Wi-Fi & Housekeeping & Air Conditioning. "
466,LaCovelo Cheerful 3bhk modern villa with Pvt Pool,"₹ 39,599",YES,North Goa,"Full Address of property is LaCovelo-02 41/4-B of Village of Parra Taluka and Sub, View On Map Key amenities of this property are Living Room & Power Backup & Free Wi-Fi. "
467,Cabo Cabana Wooden Cottages,"₹ 16,493",NO,North Goa,"Location of the Cottage is North Goa View On Map (On the banks of River Mandovi, Betim). Top Facilities of this Cottage are Power Backup & Restaurant & Housekeeping. "
468,2bhk Vivenda at Calangute,"₹ 8,954",NO,Calangute | 1.5 km from Calangute Beach,"Full Address of property is F-3, Vivanda, above Blooming Bud's primary school, behind St Alex church, near Calangute post office, Calangute. View On Map Key amenities of this property are Power Backup & Washing Machine & Housekeeping. "
469,Azul by Earthyrooms,"₹ 9,344",YES,North Goa,Location of the Holiday Home is North Goa View On Map (A-301). Top Facilities of this Holiday Home are Kitchenette & Power Backup & Housekeeping.
470,La Riviere,"₹ 3,612",YES,Morjim | 4-5 minutes walk from Morjim Beach,"This 3 Star Cottage in Goa is located in Morjim. Full Address of property is H.No 1296/(A), Opposite Chapel Temb Wada, Morjim Beach Road, Morjim, Goa View On Map This Cottage have 4.1 Out of 5 Rating where  5.0/5 for Washroom cleanliness &  5.0/5 for Linen cleanliness &  5.0/5 for Caretaker . Key amenities of this property are Housekeeping & Free Public Parking & Air Conditioning. "
471,Quad homestay,"₹ 1,860",YES,Anjuna | 670 m from Anjuna Beach,"Location of the Cottage is Anjuna View On Map (Near Artjuna,  Monteiro waddo, Anjuna,Bardez Goa). "
472,Cozy Dream Apartment,"₹ 2,717",NO,Anjuna | 5-6 minutes walk from Anjuna Beach,"Full Address of property is House no. 941/1 Peqem Peddem, Anjuna, Goa View On Map Key amenities of this property are Air Conditioning & Safe & Paid Airport Transfers. "
473,ElReino Beautiful  apartment with Garden,"₹ 19,904",NO,North Goa,"Location of the Apartment is North Goa View On Map (ElReino J1, Verem, Goa, India). "
474,River Front Private Pool Bungalow,"₹ 21,700",YES,Candolim | 2.0 km from Candolim Beach,"Full Address of property is Near Candolim Beach, Candolim Beach Area, Near Main Candolim Chruch, Candolim, Goa, 403516 View On Map Key amenities of this property are Living Room & Air Conditioning & Washing Machine. "
475,Namaste Jungle - A Boutique Homestay,"₹ 1,746",NO,Assagao,"Location of the Cottage is Assagao View On Map (138/3 Bairo Alto, Assagao, Bardez, Goa.
Near Purple Valley Yoga center). It’s a 3 Star Cottage with overall Rating 4.1 Out of 5 where  5.0/5 for Room &  5.0/5 for Hospitality &  5.0/5 for Host . Top Facilities of this Cottage are Power Backup & Free Wi-Fi & Housekeeping. "
476,Shraddha Hospitality 3BHK,"₹ 3,705",NO,Calangute | 810 m from Calangute Beach,"Full Address of property is A/81, Behind decathlon mall, Gaura Waddo, North Goa View On Map Key amenities of this property are Air Conditioning. "
477,Amar 2 Bedroom Apartment in South Goa,"₹ 2,048",NO,Benaulim | 5-6 minutes walk from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (BT - 3, Mesmeric Sunset Apartments, Benaulim, Goa, India). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where . "
478,Best Location with lovely Blue white Aptt 4family,"₹ 7,166",NO,Candolim | 5 m from Candolim Beach,Full Address of property is Dona Terazinah Block-B3 Apartment Number-232 Calangute North Goa 403516 View On Map Key amenities of this property are Elevator/Lift & Air Conditioning.
479,Pavoa Estate- A 4 Bedroom Farmhouse Villa,"₹ 10,612",YES,Margao,"Location of the Homestay is Margao View On Map (House no 114/A, behind St Sebastian chapel, tambetim, Maina-Curtorim, Salcete,Goa 403709). Top Facilities of this Homestay are Power Backup & Washing Machine & Housekeeping. "
480,Clarissa Resort Goa,"₹ 2,289",YES,North Goa,"Full Address of property is 3/104, Calangute-Arpora-Saligao Jct, Saligao View On Map This Apart-hotel have 2.9 Out of 5 Rating where  3.3/5 for Cleanliness &  2.7/5 for Child friendliness &  2.3/5 for Value for Money . Key amenities of this property are Power Backup & Tours and Treks & Free Parking. "
481,Joystreet (Beachy Blossom),"₹ 7,458",YES,Mapusa,"Location of the Villa is Mapusa View On Map (Villa A-03 and Villa A-04, Heritage Florista, Siolim Marna Road, Siolim Mapusa, North Goa). It’s a 4 Star Villa with overall Rating 5.0 Out of 5 where  5.0/5 for Amenities &  5.0/5 for Security &  5.0/5 for Host . Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
482,J K  HOMESTAY,"₹ 17,071",NO,Assagao,Full Address of property is Assagao View On Map Key amenities of this property are Living Room.
483,Sand Castles Holiday Homes 4,"₹ 1,165",NO,Panjim,"Location of the Homestay is Panjim View On Map (Behind Shalom Co-Op Housing Society, Nomoxin, P. O. Caranzalem,). Top Facilities of this Homestay are Air Conditioning. "
484,CalanguteBaga2BHK/Pool/Beach/Parking/Kitchen/N0-10,"₹ 3,762",YES,Calangute | 0 m from Calangute Beach,Full Address of property is Maple leaf View On Map Key amenities of this property are Caretaker & Living Room & Power Backup.
485,The Eternal Wave Calangute - Sunrise View Condo,"₹ 6,191",YES,Calangute | 1.1 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (D 302, The Eternal Wave, Calangute, Goa). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Power Backup. "
