,name,price,couple-friendly,location,description
211,THE CHARMING NIGHTS,₹ 828,YES,Palolem | 4-5 minutes walk from Palolem Beach,"Location of the Cottage is Palolem View On Map (168/B, Palolem Down to Street, PALOLEM, CANACONA GOA). Top Facilities of this Cottage are Free Wi-Fi & Paid Airport Transfers & Room Service. "
212,Golden Rice - Down da village,₹ 949,NO,Candolim | 1.1 km from Candolim Beach,"Full Address of property is Sainagar Rd, opp. cafe coffee day, near Hotel Down da village, Sainagar, Lane, Candolim, Goa View On Map This Apart-hotel have 1.9 Out of 5 Rating where  4.0/5 for Value for Money &  4.0/5 for Location &  3.0/5 for Child friendliness . Key amenities of this property are Free Parking & Housekeeping & Air Conditioning. "
213,ORCHARD HOUSE,"₹ 11,096",YES,Vagator | 1.8 km from Chapora Fort,Location of the Homestay is Vagator View On Map (OZRAN BEACH ROAD). Top Facilities of this Homestay are Free Wi-Fi & Power Backup & Free Parking.
214,Lake View Villa,"₹ 3,175",NO,North Goa,"This 3 Star Villa in Goa is located in North Goa. Full Address of property is House number 145, Carribhat, Tiswadi, Carambolm, Goa, near HDFC bank Caramblim View On Map This Villa have 4.5 Out of 5 Rating where  4.7/5 for Check-in Experience &  4.4/5 for Amenities &  4.2/5 for Value for Money . Key amenities of this property are Living Room & Balcony/Terrace. "
215,Couples Home 1 BHK with Pool And Garden view Free wifi,"₹ 1,767",YES,Siolim,"Location of the Homestay is Siolim View On Map (RIVIERA SAPPHIRE
GATE NO 4 
SIOLIM ,GOA
403517). It’s a 4 Star Homestay with overall Rating 4.9 Out of 5 where  4.8/5 for Value for Money &  4.7/5 for Check-in Experience &  4.7/5 for Amenities . Top Facilities of this Homestay are Caretaker & Living Room & Free Parking. "
216,Deja Vu by Le Pension Stays | 3 BHK Luxury Villa,"₹ 6,699",YES,Calangute,"This 3 Star Villa in Goa is located in Calangute. Full Address of property is Deja vu, Joie De Vivre boutique villa resort, 403511 Old Goa, India View On Map Key amenities of this property are Caretaker & Power Backup & Housekeeping. "
217,Villa Carvalho,₹ 999,NO,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (H.NO - 1034, Escrivao Vaddo, Candolim, Bardez,Goa). Top Facilities of this Villa are Housekeeping & Air Conditioning & Room Service. "
218,Uber Cool 2 BHK Pool Apartment,"₹ 3,121",NO,Candolim | 1.1 km from Candolim Beach,"This 3 Star Apartment in Goa is located in Candolim. Full Address of property is Flat No A1, Monarch Palms, Bamon vaddo, Candolim, Goa View On Map This Apartment have 4.5 Out of 5 Rating where  4.9/5 for Washroom cleanliness &  4.8/5 for Host &  4.8/5 for Linen cleanliness . Key amenities of this property are Power Backup & Air Conditioning. "
219,AYAN VILLAS GOA,"₹ 12,957",YES,Siolim,"Location of the Villa is Siolim View On Map (Siolim Marna, Bardez Goa). It’s a 5 Star Villa with overall Rating 4.0 Out of 5 where  4.0/5 for Location &  4.0/5 for Amenities &  4.0/5 for Cleanliness . Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
220,Family n Friends Suite 2 BHK Large Balcony,"₹ 2,880",YES,Siolim,"This 3 Star Apartment in Goa is located in Siolim. Full Address of property is 1002 Riviera Sapphire, 834/6/2 Kudal, Bamman Vaddo View On Map This Apartment have 3.4 Out of 5 Rating where  5.0/5 for Host &  5.0/5 for Washroom cleanliness &  5.0/5 for Linen cleanliness . Key amenities of this property are Free Wi-Fi & Free Parking & Washing Machine. "
221,Casa D.C.M & Esmeralda,"₹ 1,662",YES,North Goa,"Location of the Homestay is North Goa View On Map (House no-303, Curca canturlim, near the Curca panchayat, Ilhas- Goa). Top Facilities of this Homestay are Caretaker & Living Room & Free Wi-Fi. "
222,"Casa Santorini - 2bhk Pool- apt view, Siolim","₹ 3,298",NO,Siolim,"This 4 Star Apartment in Goa is located in Siolim. Full Address of property is Uddo beach road, Siolim View On Map Key amenities of this property are Living Room & Air Conditioning. "
223,Quad homestay cottage 2,"₹ 1,860",YES,Anjuna | 670 m from Anjuna Beach,Location of the Cottage is Anjuna View On Map (Near Artjuna Monteiro waddo Anjuna Goa).
224,Beach Front Goa Candolim,"₹ 3,418",NO,Candolim | 1.0 km from Candolim Beach,"Full Address of property is E Wing, Sun and Sand Apartments, Baman Vaddo, Candolim - 403515 View On Map Key amenities of this property are Free Wi-Fi & Power Backup & Free Parking. "
225,Jungle Book | Rooms & Restaurant,"₹ 1,810",YES,Colem VP,"Location of the Cottage is Colem VP View On Map (Waterfalls Road, Kulem, Dharbandora). Top Facilities of this Cottage are Caretaker & Power Backup & Restaurant. "
226,My Riviera Beach Resort.,₹ 912,YES,Morjim | 4-5 minutes walk from Morjim Beach,This 3 Star Homestay in Goa is located in Morjim. Full Address of property is MOrjim Beach road View On Map Key amenities of this property are Free Wi-Fi & Power Backup & Free Parking.
227,Morii Homes Riverview Siolim 4BHK,"₹ 6,935",YES,Siolim,Location of the Homestay is Siolim View On Map (H  no 300). Top Facilities of this Homestay are Caretaker & Living Room & Power Backup.
228,Durga Resort,₹ 715,YES,Arambol Beach,"Full Address of property is Near Narayan temple,House no. 366
khalchawada arambol View On Map This Apart-hotel have 4.0 Out of 5 Rating where  5.0/5 for Amenities &  5.0/5 for Hospitality &  4.1/5 for Room . Key amenities of this property are Air Conditioning. "
229,Radhika Eco Cottages (Odonata),"₹ 2,571",YES,Arambol | 2.4 km from Mandrem Beach,"Location of the Cottage is Arambol View On Map (81/1 , moddlo waddo, arambol, Pernem, goa, 403524 Near mount Carmel church). It’s a 3 Star Cottage with overall Rating 4.4 Out of 5 where  5.0/5 for Linen cleanliness &  5.0/5 for Wifi &  4.7/5 for Cleanliness . Top Facilities of this Cottage are Tours and Treks & Cafe & Free Wi-Fi. "
230,Bhoomi Soujourn Apartment-2 BHK Apartment,"₹ 3,248",NO,Candolim | 470 m from Candolim Beach,"Full Address of property is FLAT NO. A-1 GROUND FLOOR REGAL GARDENS, GANGANA PORBUCHI ZUMLY CANDOLIM VILLAGE GOA View On Map Key amenities of this property are Living Room & Power Backup & Housekeeping. "
231,Romeo Lane at Alfreds Jewels,"₹ 11,523",NO,Assagao,"Location of the Apartment is Assagao View On Map (H.No. 560/3 Badem Assagao. PO Box: Anjuna Bardez Goa_North
PIN: 403509). Top Facilities of this Apartment are Air Conditioning. "
232,Woodstone camelot,"₹ 1,544",NO,Baga | 3.0 km from Baga Beach,"This 3 Star Apartment in Goa is located in Baga. Full Address of property is house no. 298/7, street no. trindade vaddo, arpora 403516 View On Map Key amenities of this property are Living Room & Power Backup & Tours and Treks. "
233,Pousada Donaciana | Rooms & Caretaker,"₹ 1,971",YES,Baga | 4-5 minutes walk from Baga Beach,"Location of the Cottage is Baga View On Map (Survey No 2275/15, Saunta Vaddo, Calangute, Calangute - Baga Road, Bardez, Goa). It’s a 3 Star Cottage with overall Rating 3.9 Out of 5 where  4.5/5 for Host responsiveness &  4.3/5 for Location &  4.2/5 for Check-in Experience . Top Facilities of this Cottage are Caretaker & Power Backup & Housekeeping. "
234,Charvi Reemz,"₹ 6,514",YES,Anjuna | 7-8 minutes walk from Anjuna Beach,"This 4 Star Apartment in Goa is located in Anjuna. Full Address of property is Block 14 Flat No 003, Charvi Reemz, Star Co Junction View On Map Key amenities of this property are Living Room & Power Backup & Free Parking. "
235,Mangaal Farmstay | Rooms & Swimming Pool,"₹ 2,385",NO,South Goa,Location of the Farm House is South Goa View On Map (Mangaal Village Quepem - 403704). Top Facilities of this Farm House are Power Backup & Housekeeping & Lawn.
236,Casa De Royale Goa,"₹ 9,644",YES,Vagator | 1.9 km from Vagator Beach,"This 3 Star Apart-hotel in Goa is located in Vagator. Full Address of property is H no. 186 2, Zor waddo, Anjuna Mapusa Rd, next to Monkey Valley, Anjuna, Bardez, North Goa 403507 View On Map This Apart-hotel have 3.9 Out of 5 Rating where  4.7/5 for Security &  4.4/5 for Value for Money &  4.2/5 for Room . Key amenities of this property are Caretaker & Power Backup & Tours and Treks. "
237,Matsya BnB Goa,"₹ 2,300",YES,Betalbatim | 2.1 km from Colva Beach,"Location of the Homestay is Betalbatim View On Map (B-106, Nagvaddo, Betalbatim, Salcette, South Goa). Top Facilities of this Homestay are Living Room & Free Wi-Fi & Lawn. "
238,Exquisite Pool View 2 BHK Apartment Vagator,"₹ 2,510",YES,Vagator | 2.1 km from Vagator Beach,"This 3 Star Apartment in Goa is located in Vagator. Full Address of property is Flat no 202H, No 211/E8, Anjuna, Caisua, Bardez, Goa Mapusa B View On Map This Apartment have 4.3 Out of 5 Rating where  5.0/5 for Hospitality &  4.3/5 for Location &  4.3/5 for Amenities . Key amenities of this property are Caretaker & Power Backup & Free Parking. "
239,Ronnie's 3 BHK Private Pool Villa,"₹ 3,211",YES,Assagao,"Location of the Apartment is Assagao View On Map (527/1, Boutawada, Assagao Mapusa-Anjuna Road). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Power Backup. "
240,Sequeira's Holiday Home Calangute,"₹ 1,101",YES,Calangute | 1.2 km from Calangute Beach,"This 3 Star Homestay in Goa is located in Calangute. Full Address of property is Calangute, Goa, India View On Map "
241,2 bedroom beach front villa in Candolim,"₹ 13,336",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (house NO. 511, MUROD WADDO, line opp Delfinos supermarket, Candolim, Goa 403515, India). Top Facilities of this Villa are Kitchenette & Living Room & Power Backup. "
242,Jacuzzi House Calangute,"₹ 2,920",YES,Calangute | 7-8 minutes walk from Calangute Beach,This 4 Star Homestay in Goa is located in Calangute. Full Address of property is Gaura waddo  near Newtons Supermarket  Calangute  bardez  goa View On Map
243,Luxury 2 BHK with Pool,"₹ 3,468",YES,Calangute | 1.7 km from Candolim Beach,"Location of the Apartment is Calangute View On Map (Maple leaf residency homes, Near St Alex Church - dolphin circle, Road leading towards Gaurav vaddo, Naika vaddo. Calangute.- Goa). It’s a 4 Star Apartment with overall Rating 4.0 Out of 5 where  5.0/5 for Check-in Experience &  4.4/5 for Value for Money &  4.0/5 for Location . Top Facilities of this Apartment are Living Room & Power Backup & Elevator/Lift. "
244,Bang On the Main Road Baga Calangute Big 2bhk 5PAX,"₹ 4,240",NO,Calangute | 0 m from Calangute Beach,"Full Address of property is HNo- 2151C, Regalia House 2nd Floor , Opposite Calangute panchayat Naika Vaddo, Calangute,North Goa View On Map "
245,Casa Margarida,"₹ 1,585",YES,Calangute | 1.1 km from Baga Beach,"Location of the Apartment is Calangute View On Map (Behind Camelot Fantasy Resort, Khobra Vaddo, Calangute Bardez - Goa). Top Facilities of this Apartment are Living Room & Power Backup & Free Parking. "
246,Maison de Repos,"₹ 1,587",NO,Arpora,"Full Address of property is R4 - Hse No 382/1, Simvaddo Arpora Bardez Goa 403516
 View On Map Key amenities of this property are Caretaker & Tours and Treks & Air Conditioning. "
247,Ethel by Le Pension Stays,"₹ 2,023",NO,Candolim | 1.3 km from Candolim Beach,"Location of the Apartment is Candolim View On Map (3rd floor, ginger tree goveia suites,, 403515 Marmagao, India). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where . "
248,Casa Serena,"₹ 1,583",NO,Arpora,"This 3 Star Apartment in Goa is located in Arpora. Full Address of property is R3 - Hse No 382/1, Simvaddo Arpora Bardez Goa 403516
 View On Map Key amenities of this property are Living Room & Power Backup & Tours and Treks. "
249,Luxe 3 Bedroom Suite with Breakfast,"₹ 5,528",NO,Calangute | 2.5 km from Baga Beach,"Location of the Apartment is Calangute View On Map (B202 - McGoa Holidays, Diwan Bhatti, Arpora Bardez Goa 403516
). Top Facilities of this Apartment are Living Room & Tours and Treks & Balcony/Terrace. "
250,Studio Apt with Rooftop Panoramic views at Dabolim,"₹ 2,253",NO,South Goa | 5.0 km from Goa International Airport,"Full Address of property is Tata Rio de Goa, Near MES college, Vidyanagar, Chicalim , Dabolim View On Map Key amenities of this property are Power Backup & Free Parking & Elevator/Lift. "
251,Veera Strand Park | 2 BHK Serviced Apartments,"₹ 5,800",YES,Calangute | 1.3 km from Candolim Beach,"Location of the Apartment is Calangute View On Map (1/38, Gaura Vaddo, Calangute, Bardez, Goa. Near Kamat Holiday homes.). It’s a 3 Star Apartment with overall Rating 4.2 Out of 5 where  5.0/5 for Room &  4.6/5 for Host &  4.6/5 for Security . Top Facilities of this Apartment are Caretaker & Free Wi-Fi & Power Backup. "
252,JS Holiday Homes| Rooms with Wi-Fi,₹ 803,YES,Calangute | 4-5 minutes walk from Calangute Beach,"Full Address of property is HOUSE NO5/37 A/3, MADDO WADDO,403516 GOA View On Map This Homestay have 2.5 Out of 5 Rating where  3.2/5 for Host responsiveness &  2.9/5 for Location &  2.7/5 for Check-in Experience . Key amenities of this property are Free Parking & Housekeeping & Air Conditioning. "
253,Quad homestay 1BHK,"₹ 1,771",YES,Anjuna | 670 m from Anjuna Beach,"Location of the Villa is Anjuna View On Map (Near Artjuna, monteiro waddo Anjuna Goa). "
254,"Fig House,(1 BHK Suites) Anjuna-Chapora Road, Siolim,","₹ 3,203",YES,Siolim,"This 3 Star Apart-hotel in Goa is located in Siolim. Full Address of property is Fig House, 303/3-B, Siolim Vady View On Map This Apart-hotel have 4.3 Out of 5 Rating where . Key amenities of this property are Free Wi-Fi & Power Backup & Balcony/Terrace. "
255,Resorte Ferro,"₹ 1,303",NO,Arpora | 3.0 km from Baga Beach,"Location of the BnB is Arpora View On Map (house no. 13/2/b bardez goa street no dias waddo 403516, India


). Top Facilities of this BnB are Power Backup & Free Parking & Housekeeping. "
256,THE GREEN BOUTIQUE,"₹ 5,050",YES,Panjim | 7-8 minutes walk from Bambolim Beach,"This 3 Star Apart-hotel in Goa is located in Panjim. Full Address of property is HOUSE NO.204/A,PLOT NO.1,VASUDHA COLONY, BSNL BAMBOLIM, GOA MEDICAL COLLEGE, NEAR HAYATT HOTEL View On Map This Apart-hotel have 3.9 Out of 5 Rating where  4.3/5 for Security &  4.0/5 for Child friendliness &  4.0/5 for Hospitality . Key amenities of this property are Caretaker & Living Room & Power Backup. "
257,Angelo's Homestay - 2BHK in Countryside,"₹ 1,111",NO,Siolim,"Location of the Homestay is Siolim View On Map (Chauddi Vaddo, Marna- Siolim, 403517). Top Facilities of this Homestay are Caretaker & Living Room & Free Parking. "
258,RK BAY VILLA,"₹ 12,458",YES,South Goa | 6.3 km from Goa International Airport,Full Address of property is PLOT NO 101 JAIRAM NAGAR View On Map Key amenities of this property are Power Backup & Housekeeping & Free Parking.
259,The Big Chill Villa | Private Pool & Caretaker | Baga,"₹ 23,582",YES,Baga | 1.7 km from Baga Beach,"Location of the Villa is Baga View On Map (House No 520/9/V2, Landmark: Near La Sunila Suites, Baga). It’s a 5 Star Villa with overall Rating 4.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Top Facilities of this Villa are Caretaker & Living Room & Tours and Treks. "
260,B&F Kensington Square | Entire 2 BR Apartment,"₹ 2,562",YES,Siolim,"This 3 Star Apartment in Goa is located in Siolim. Full Address of property is Next to Ajooba Furniture showroom, Dongor Marg, Siolim, Bardez, Goa., 403517  View On Map This Apartment have 4.6 Out of 5 Rating where  5.0/5 for Kitchen &  4.8/5 for Caretaker &  4.8/5 for Check-in Experience . Key amenities of this property are Living Room & Free Wi-Fi & Power Backup. "
261,Mother Villa Homestay,"₹ 6,633",NO,Calangute | 4-5 minutes walk from Calangute Beach,"Location of the Villa is Calangute View On Map (House number 5/129, Mother Villa, Umta Wado calangute Beach, Calangute, Goa - 403516). Top Facilities of this Villa are Power Backup & Free Wi-Fi & Free Parking. "
262,Madrid Home Goa | Rooms & Kitchen,₹ 847,YES,Arambol Beach | 3.0 km from Mandrem Beach,Full Address of property is Madrid Home View On Map This Homestay have 4.3 Out of 5 Rating where  5.0/5 for Room &  5.0/5 for Hospitality &  5.0/5 for Host responsiveness . Key amenities of this property are Power Backup & Housekeeping & Restaurant.
